Id,Category
532,1
533,0
534,0
535,0
536,1
537,2
538,1
539,2
540,2
541,0
542,0
543,0
544,0
545,0
546,2
547,1
548,1
549,1
550,1
551,1
552,0
553,1
554,1
555,2
556,2
557,2
558,0
559,1
560,0
561,1
562,1
563,0
564,0
565,1
566,0
567,0
568,1
569,1
570,2
571,2
572,2
573,0
574,2
575,1
576,1
577,1
578,1
579,1
580,1
581,2
582,2
583,2
584,2
585,2
586,0
587,1
588,1
589,1
590,0
591,0
592,0
593,1
594,1
595,2
596,1
597,0
598,0
599,2
600,2
601,0
602,1
603,2
604,2
605,2
606,1
607,1
608,1
609,1
610,0
611,0
612,2
613,2
614,0
615,2
616,0
617,1
618,2
619,1
620,2
621,1
622,1
623,1
624,2
625,0
626,2
627,1
628,2
629,1
630,0
631,2
632,0
633,1
634,1
635,2
636,0
637,2
638,0
639,1
640,2
641,1
642,1
643,1
644,2
645,2
646,1
647,1
648,0
649,1
650,2
651,2
652,2
653,1
654,1
655,2
656,2
657,2
658,1
659,2
660,0
661,0
662,0
663,1
664,1
665,2
666,2
667,1
668,2
669,1
670,1
671,1
672,0
673,2
674,1
675,0
676,0
677,2
678,1
679,1
680,2
681,1
682,1
683,1
684,1
685,0
686,0
687,2
688,1
689,1
690,1
691,2
692,0
693,0
694,1
695,2
696,2
697,2
698,2
699,1
700,2
701,2
702,1
703,2
704,1
705,0
706,1
707,1
708,1
709,2
710,1
711,0
712,1
713,1
714,2
715,1
716,0
717,1
718,2
719,1
720,1
721,1
722,2
723,1
724,1
725,2
726,2
727,1
728,1
729,1
730,2
731,1
732,1
733,2
734,2
735,2
736,1
737,2
738,1
739,2
740,1
741,1
742,2
743,1
744,1
745,1
746,2
747,1
748,0
749,2
750,1
751,0
752,0
753,0
754,2
755,0
756,0
757,2
758,1
759,0
760,2
761,1
762,1
763,0
764,2
765,1
766,2
767,0
768,1
769,1
770,1
771,2
772,2
773,0
774,1
775,2
776,1
777,1
778,2
779,1
780,0
781,1
782,2
783,2
784,2
785,2
786,2
787,1
788,2
789,0
790,1
791,2
792,1
793,1
794,1
795,2
796,0
797,2
798,2
799,0
800,1
801,1
802,1
803,1
804,1
805,1
806,2
807,1
808,0
809,0
810,0
811,1
812,2
813,1
814,1
815,2
816,0
817,0
818,1
819,1
820,2
821,1
822,1
823,0
824,1
825,0
826,1
827,2
828,1
829,1
830,2
831,1
832,0
833,0
834,1
835,0
836,2
837,1
838,1
839,1
840,0
841,2
842,1
843,0
844,2
845,2
846,1
847,2
848,1
849,1
850,1
851,2
852,2
853,1
854,1
855,2
856,1
857,2
858,1
859,2
860,0
861,1
862,1
863,1
864,1
865,2
866,0
867,1
868,2
869,1
870,1
871,1
872,1
873,1
874,1
875,1
876,2
877,1
878,2
879,2
880,1
881,2
882,1
883,1
884,1
885,0
886,2
887,2
888,2
889,1
890,2
891,1
892,2
893,1
894,0
895,1
896,0
897,2
898,2
899,1
900,1
901,2
902,2
903,0
904,2
905,0
906,2
907,1
908,1
909,0
910,2
911,2
912,2
913,1
914,0
915,0
916,1
917,2
918,1
919,2
920,2
921,2
922,1
923,2
924,1
925,1
926,1
927,2
928,2
929,0
930,2
931,0
932,2
933,0
934,0
935,1
936,2
937,1
938,1
939,0
940,1
941,1
942,0
943,2
944,1
945,1
946,2
947,2
948,2
949,0
950,1
951,1
952,0
953,1
954,2
955,1
956,0
957,2
958,1
959,2
960,0
961,2
962,2
963,1
964,0
965,1
966,1
967,2
968,1
969,1
970,1
971,2
972,0
973,1
974,1
975,1
976,2
977,2
978,1
979,2
980,0
981,1
982,2
983,1
984,0
985,1
986,2
987,1
988,2
989,2
990,1
991,2
992,0
993,1
994,0
995,0
996,1
997,1
998,2
999,2
1000,0
1001,1
1002,1
1003,1
1004,1
1005,1
1006,1
1007,1
1008,1
1009,2
1010,2
1011,1
1012,1
1013,1
1014,1
1015,1
1016,0
1017,0
1018,0
1019,2
1020,1
1021,2
1022,1
1023,0
1024,1
1025,0
1026,1
1027,0
1028,1
1029,0
1030,0
1031,2
1032,1
1033,1
1034,1
1035,0
1036,1
1037,0
1038,2
1039,1
1040,1
1041,2
1042,0
1043,1
1044,2
1045,0
1046,0
1047,0
1048,0
1049,1
1050,0
1051,1
1052,2
1053,2
1054,0
1055,1
1056,0
1057,2
1058,1
1059,1
1060,0
1061,2
1062,2
1063,0
1064,1
1065,0
1066,1
1067,1
1068,0
1069,2
1070,0
1071,0
1072,1
1073,1
1074,1
1075,1
1076,0
1077,2
1078,2
1079,2
1080,1
1081,2
1082,2
1083,0
1084,2
1085,0
1086,0
1087,2
1088,2
1089,2
1090,2
1091,2
1092,1
1093,1
1094,0
1095,0
1096,1
1097,1
1098,1
1099,2
1100,0
1101,1
1102,2
1103,1
1104,1
1105,2
1106,2
1107,0
1108,0
1109,0
1110,1
1111,2
1112,2
1113,1
1114,1
1115,1
1116,2
1117,0
1118,0
1119,2
1120,1
1121,0
1122,2
1123,2
1124,1
1125,1
1126,1
1127,1
1128,0
1129,1
1130,0
1131,2
1132,1
1133,1
1134,0
1135,1
1136,2
1137,2
1138,2
1139,1
1140,2
1141,2
1142,1
1143,2
1144,0
1145,0
1146,1
1147,0
1148,1
1149,0
1150,0
1151,1
1152,2
1153,0
1154,0
1155,0
1156,1
1157,0
1158,2
1159,0
1160,1
1161,2
1162,0
1163,1
1164,2
1165,0
1166,0
1167,2
1168,1
1169,0
1170,1
1171,1
1172,1
1173,1
1174,0
1175,1
1176,0
1177,1
1178,1
1179,1
1180,0
1181,1
1182,2
1183,0
1184,2
1185,2
1186,1
1187,1
1188,0
1189,1
1190,1
1191,0
1192,1
1193,1
1194,1
1195,1
1196,2
1197,2
1198,1
1199,1
1200,2
1201,1
1202,1
1203,2
1204,0
1205,0
1206,2
1207,1
1208,1
1209,1
1210,0
1211,1
1212,2
1213,2
1214,1
1215,0
1216,2
1217,0
1218,0
1219,1
1220,1
1221,0
1222,0
1223,0
1224,2
1225,1
1226,1
1227,1
1228,2
1229,1
1230,2
1231,1
1232,1
1233,0
1234,2
1235,1
1236,2
1237,1
1238,2
1239,1
1240,1
1241,1
1242,2
1243,0
1244,2
1245,1
1246,2
1247,2
1248,0
1249,1
1250,1
1251,2
1252,1
1253,1
1254,1
1255,1
1256,1
1257,1
1258,1
1259,2
1260,1
1261,0
1262,1
1263,0
1264,1
1265,0
1266,2
1267,1
1268,1
1269,0
1270,1
1271,2
1272,0
1273,2
1274,0
1275,2
1276,1
1277,1
1278,1
1279,1
1280,2
1281,0
1282,1
1283,0
1284,1
1285,1
1286,1
1287,2
1288,2
1289,0
1290,1
1291,0
1292,1
1293,1
1294,1
1295,1
1296,1
1297,0
1298,0
1299,1
1300,2
1301,1
1302,2
1303,2
1304,2
1305,1
1306,2
1307,2
1308,2
1309,1
1310,0
1311,1
1312,1
1313,1
1314,2
1315,1
1316,1
1317,2
1318,1
1319,0
1320,1
1321,1
1322,1
1323,1
1324,1
1325,2
1326,1
1327,0
1328,1
1329,1
1330,1
1331,2
1332,1
1333,2
1334,1
1335,2
1336,2
1337,1
1338,1
1339,0
1340,1
1341,1
1342,0
1343,2
1344,1
1345,1
1346,0
1347,2
1348,1
1349,2
1350,1
1351,1
1352,1
1353,1
1354,2
1355,1
1356,0
1357,1
1358,1
1359,2
1360,0
1361,1
1362,0
1363,1
1364,1
1365,1
1366,0
1367,2
1368,0
1369,2
1370,2
1371,2
1372,2
1373,1
1374,0
1375,2
1376,2
1377,2
1378,2
1379,1
1380,0
1381,0
1382,0
1383,0
1384,0
1385,1
1386,1
1387,2
1388,1
1389,2
1390,2
1391,0
1392,2
1393,2
1394,0
1395,1
1396,2
1397,1
1398,1
1399,2
1400,1
1401,0
1402,1
1403,1
1404,2
1405,1
1406,2
1407,2
1408,2
1409,1
1410,1
1411,1
1412,1
1413,2
1414,1
1415,1
1416,1
1417,1
1418,2
1419,1
1420,1
1421,1
1422,2
1423,0
1424,1
1425,1
1426,1
1427,0
1428,2
1429,0
1430,2
1431,1
1432,2
1433,2
1434,2
1435,2
1436,1
1437,0
1438,2
1439,1
1440,2
1441,2
1442,1
1443,2
1444,0
1445,1
1446,2
1447,0
1448,0
1449,0
1450,2
1451,1
1452,1
1453,2
1454,2
1455,0
1456,1
1457,1
1458,0
1459,1
1460,0
1461,0
1462,2
1463,2
1464,0
1465,2
1466,2
1467,1
1468,1
1469,1
1470,2
1471,0
1472,1
1473,2
1474,0
1475,1
1476,2
1477,2
1478,1
1479,1
1480,1
1481,1
1482,1
1483,1
1484,2
1485,0
1486,1
1487,2
1488,1
1489,2
1490,1
1491,1
1492,1
1493,1
1494,1
1495,1
1496,1
1497,1
1498,2
1499,1
1500,1
1501,0
1502,2
1503,2
1504,1
1505,2
1506,2
1507,1
1508,1
1509,1
1510,0
1511,1
1512,1
1513,2
1514,0
1515,1
1516,0
1517,2
1518,0
1519,0
1520,1
1521,2
1522,2
1523,1
1524,0
1525,0
1526,0
1527,1
1528,2
1529,2
1530,0
1531,1
1532,0
1533,0
1534,2
1535,0
1536,0
1537,1
1538,1
1539,1
1540,2
1541,1
1542,0
1543,1
1544,2
1545,1
1546,2
1547,2
1548,1
1549,1
1550,0
1551,1
1552,1
1553,1
1554,1
1555,0
1556,0
1557,2
1558,2
1559,1
1560,2
1561,1
1562,2
1563,0
1564,2
1565,1
1566,1
1567,1
1568,1
1569,1
1570,0
1571,2
1572,2
1573,1
1574,2
1575,2
1576,1
1577,2
1578,2
1579,1
1580,2
1581,0
1582,0
1583,1
1584,2
1585,1
1586,2
1587,2
1588,0
1589,2
1590,1
1591,2
1592,1
1593,2
1594,1
1595,1
1596,0
1597,1
1598,1
1599,0
1600,1
1601,1
1602,1
1603,2
1604,1
1605,1
1606,1
1607,2
1608,1
1609,1
1610,2
1611,1
1612,0
1613,1
1614,0
1615,1
1616,0
1617,0
1618,0
1619,2
1620,1
1621,2
1622,1
1623,1
1624,2
1625,2
1626,2
1627,0
1628,2
1629,1
1630,1
1631,1
1632,1
1633,2
1634,1
1635,1
1636,1
1637,2
1638,0
1639,2
1640,1
1641,1
1642,1
1643,1
1644,2
1645,0
1646,2
1647,1
1648,1
1649,1
1650,2
1651,2
1652,2
1653,1
1654,1
1655,1
1656,1
1657,2
1658,1
1659,0
1660,1
1661,2
1662,1
1663,1
1664,0
1665,1
1666,1
1667,2
1668,1
1669,2
1670,1
1671,1
1672,1
1673,2
1674,2
1675,0
1676,1
1677,1
1678,1
1679,2
1680,0
1681,1
1682,1
1683,2
1684,1
1685,2
1686,1
1687,1
1688,1
1689,1
1690,0
1691,1
1692,1
1693,0
1694,2
1695,2
1696,0
1697,2
1698,1
1699,1
1700,1
1701,0
1702,0
1703,1
1704,2
1705,1
1706,0
1707,1
1708,1
1709,0
1710,1
1711,2
1712,1
1713,1
1714,1
1715,0
1716,2
1717,2
1718,1
1719,1
1720,2
1721,1
1722,2
1723,2
1724,1
1725,1
1726,1
1727,2
1728,1
1729,1
1730,1
1731,1
1732,1
1733,0
1734,2
1735,1
1736,1
1737,1
1738,2
1739,0
1740,1
1741,1
1742,1
1743,2
1744,0
1745,1
1746,1
1747,1
1748,2
1749,2
1750,2
1751,0
1752,1
1753,2
1754,1
1755,2
1756,1
1757,2
1758,0
1759,0
1760,1
1761,1
1762,0
1763,1
1764,0
1765,2
1766,0
1767,1
1768,2
1769,1
1770,2
1771,1
1772,1
1773,1
1774,1
1775,0
1776,2
1777,1
1778,1
1779,1
1780,1
1781,0
1782,0
1783,1
1784,0
1785,1
1786,0
1787,1
1788,2
1789,2
1790,1
1791,2
1792,1
1793,1
1794,0
1795,1
1796,0
1797,1
1798,2
1799,2
1800,1
1801,1
1802,1
1803,2
1804,1
1805,0
1806,0
1807,1
1808,2
1809,2
1810,1
1811,2
1812,1
1813,2
1814,2
1815,1
1816,0
1817,1
1818,0
1819,1
1820,1
1821,1
1822,1
1823,1
1824,1
1825,1
1826,1
1827,2
1828,0
1829,1
1830,1
1831,2
1832,1
1833,0
1834,1
1835,1
1836,1
1837,0
1838,1
1839,0
1840,1
1841,0
1842,2
1843,1
1844,0
1845,2
1846,2
1847,1
1848,1
1849,0
1850,2
1851,2
1852,1
1853,0
1854,2
1855,0
1856,2
1857,2
1858,0
1859,0
1860,0
1861,1
1862,1
1863,1
1864,1
1865,1
1866,2
1867,1
1868,2
1869,1
1870,0
1871,1
1872,2
1873,1
1874,1
1875,1
1876,2
1877,0
1878,2
1879,2
1880,2
1881,1
1882,1
1883,2
1884,1
1885,0
1886,1
1887,1
1888,0
1889,1
1890,2
1891,2
1892,0
1893,1
1894,1
1895,1
1896,1
1897,0
1898,0
1899,1
1900,2
1901,1
1902,1
1903,0
1904,0
1905,1
1906,2
1907,0
1908,1
1909,1
1910,1
1911,0
1912,2
1913,1
1914,0
1915,2
1916,2
1917,0
1918,2
1919,0
1920,1
1921,1
1922,0
1923,1
1924,1
1925,1
1926,2
1927,0
1928,0
1929,2
1930,0
1931,0
1932,1
1933,1
1934,1
1935,0
1936,2
1937,1
1938,0
1939,2
1940,2
1941,1
1942,2
1943,1
1944,1
1945,2
1946,1
1947,1
1948,2
1949,0
1950,0
1951,1
1952,1
1953,1
1954,1
1955,1
1956,1
1957,1
1958,1
1959,2
1960,2
1961,1
1962,1
1963,2
1964,0
1965,0
1966,1
1967,2
1968,1
1969,1
1970,2
1971,1
1972,1
1973,1
1974,2
1975,2
1976,1
1977,1
1978,1
1979,0
1980,0
1981,0
1982,1
1983,1
1984,2
1985,1
1986,1
1987,0
1988,1
1989,2
1990,1
1991,1
1992,1
1993,1
1994,1
1995,2
1996,1
1997,2
1998,2
1999,0
2000,1
2001,1
2002,1
2003,0
2004,0
2005,2
2006,2
2007,2
2008,1
2009,0
2010,0
2011,2
2012,0
2013,2
2014,1
2015,2
2016,2
2017,1
2018,1
2019,1
2020,0
2021,1
2022,0
2023,1
2024,1
2025,2
2026,0
2027,1
2028,0
2029,1
2030,0
2031,1
2032,2
2033,1
2034,0
2035,1
2036,0
2037,0
2038,1
2039,1
2040,1
2041,0
2042,2
2043,2
2044,0
2045,1
2046,1
2047,1
2048,2
2049,2
2050,1
2051,0
2052,1
2053,2
2054,1
2055,1
2056,1
2057,2
2058,1
2059,1
2060,1
2061,2
2062,0
2063,0
2064,2
2065,0
2066,1
2067,1
2068,2
2069,1
2070,2
2071,1
2072,0
2073,0
2074,1
2075,1
2076,0
2077,2
2078,1
2079,1
2080,1
2081,0
2082,0
2083,1
2084,2
2085,1
2086,1
2087,0
2088,2
2089,2
2090,1
2091,2
2092,1
2093,0
2094,1
2095,1
2096,1
2097,1
2098,0
2099,1
2100,1
2101,2
2102,1
2103,0
2104,1
2105,2
2106,1
2107,1
2108,0
2109,0
2110,2
2111,2
2112,1
2113,0
2114,2
2115,2
2116,0
2117,2
2118,2
2119,2
2120,0
2121,1
2122,1
2123,1
2124,0
2125,0
2126,2
2127,2
2128,1
2129,2
2130,2
2131,2
2132,1
2133,0
2134,1
2135,1
2136,2
2137,1
2138,2
2139,2
2140,1
2141,0
2142,1
2143,2
2144,2
2145,0
2146,0
2147,0
2148,1
2149,0
2150,0
2151,0
2152,0
2153,1
2154,1
2155,1
2156,1
2157,2
2158,1
2159,0
2160,2
2161,2
2162,0
2163,0
2164,2
2165,0
2166,1
2167,1
2168,2
2169,1
2170,1
2171,1
2172,2
2173,1
2174,1
2175,2
2176,1
2177,0
2178,2
2179,0
2180,1
2181,1
2182,0
2183,2
2184,1
2185,2
2186,0
2187,1
2188,1
2189,1
2190,1
2191,0
2192,2
2193,1
2194,1
2195,1
2196,1
2197,0
2198,1
2199,2
2200,2
2201,2
2202,0
2203,0
2204,2
2205,1
2206,1
2207,0
2208,2
2209,2
2210,2
2211,2
2212,1
2213,1
2214,1
2215,2
2216,2
2217,1
2218,2
2219,0
2220,1
2221,1
2222,0
2223,1
2224,1
2225,2
2226,1
2227,2
2228,1
2229,2
2230,1
2231,1
2232,0
2233,1
2234,1
2235,2
2236,0
2237,2
2238,2
2239,1
2240,0
2241,1
2242,0
2243,0
2244,1
2245,1
2246,0
2247,1
2248,1
2249,1
2250,1
2251,2
2252,2
2253,2
2254,1
2255,1
2256,0
2257,1
2258,1
2259,1
2260,0
2261,2
2262,0
2263,1
2264,1
2265,1
2266,2
2267,2
2268,1
2269,0
2270,0
2271,2
2272,2
2273,1
2274,1
2275,1
2276,0
2277,1
2278,2
2279,1
2280,0
2281,0
2282,2
2283,2
2284,0
2285,1
2286,1
2287,0
2288,0
2289,1
2290,0
2291,1
2292,1
2293,1
2294,1
2295,0
2296,1
2297,1
2298,2
2299,0
2300,0
2301,2
2302,0
2303,2
2304,1
2305,2
2306,2
2307,2
2308,0
2309,1
2310,2
2311,1
2312,0
2313,0
2314,1
2315,0
2316,1
2317,2
2318,1
2319,0
2320,2
2321,1
2322,1
2323,1
2324,1
2325,2
2326,2
2327,0
2328,0
2329,0
2330,1
2331,0
2332,2
2333,2
2334,0
2335,1
2336,0
2337,0
2338,1
2339,1
2340,1
2341,1
2342,1
2343,1
2344,2
2345,1
2346,1
2347,1
2348,1
2349,1
2350,2
2351,2
2352,2
2353,1
2354,2
2355,1
2356,1
2357,0
2358,2
2359,2
2360,2
2361,1
2362,0
2363,2
2364,1
2365,1
2366,1
2367,0
2368,1
2369,2
2370,2
2371,2
2372,1
2373,1
2374,2
2375,2
2376,1
2377,2
2378,1
2379,2
2380,1
2381,2
2382,2
2383,1
2384,1
2385,0
2386,0
2387,1
2388,1
2389,1
2390,1
2391,1
2392,1
2393,1
2394,1
2395,0
2396,1
2397,1
2398,0
2399,0
2400,1
2401,0
2402,0
2403,0
2404,0
2405,2
2406,1
2407,1
2408,0
2409,0
2410,2
2411,1
2412,1
2413,1
2414,1
2415,1
2416,1
2417,1
2418,2
2419,2
2420,2
2421,1
2422,1
2423,2
2424,1
2425,2
2426,2
2427,0
2428,1
2429,2
2430,0
2431,1
2432,1
2433,1
2434,0
2435,1
2436,2
2437,0
2438,2
2439,2
2440,2
2441,2
2442,0
2443,0
2444,1
2445,0
2446,1
2447,0
2448,1
2449,1
2450,2
2451,2
2452,0
2453,1
2454,1
2455,2
2456,0
2457,1
2458,1
2459,1
2460,2
2461,1
2462,2
2463,1
2464,1
2465,2
2466,0
2467,0
2468,0
2469,1
2470,1
2471,0
2472,1
2473,2
2474,1
2475,0
2476,1
2477,2
2478,1
2479,2
2480,2
2481,0
2482,1
2483,1
2484,2
2485,1
2486,1
2487,2
2488,2
2489,1
2490,1
2491,0
2492,2
2493,1
2494,0
2495,0
2496,0
2497,1
2498,2
2499,1
2500,1
2501,1
2502,1
2503,2
2504,2
2505,1
2506,2
2507,1
2508,1
2509,2
2510,0
2511,2
2512,1
2513,2
2514,1
2515,1
2516,1
2517,1
2518,0
2519,1
2520,0
2521,1
2522,0
2523,2
2524,2
2525,0
2526,2
2527,0
2528,1
2529,1
2530,1
2531,1
2532,2
2533,1
2534,1
2535,2
2536,1
2537,1
2538,0
2539,1
2540,1
2541,0
2542,1
2543,1
2544,2
2545,2
2546,0
2547,2
2548,0
2549,1
2550,0
2551,2
2552,1
2553,1
2554,2
2555,1
2556,0
2557,0
2558,1
2559,0
2560,2
2561,1
2562,1
2563,1
2564,2
2565,2
2566,1
2567,0
2568,1
2569,0
2570,1
2571,1
2572,1
2573,1
2574,1
2575,1
2576,1
2577,2
2578,2
2579,1
2580,1
2581,1
2582,1
2583,1
2584,0
2585,2
2586,0
2587,0
2588,0
2589,2
2590,2
2591,2
2592,0
2593,1
2594,1
2595,1
2596,1
2597,2
2598,1
2599,0
2600,2
2601,2
2602,1
2603,1
2604,0
2605,2
2606,2
2607,1
2608,1
2609,0
2610,2
2611,1
2612,2
2613,1
2614,1
2615,1
2616,1
2617,0
2618,1
2619,1
2620,2
2621,1
2622,0
2623,1
2624,1
2625,0
2626,2
2627,1
2628,2
2629,2
2630,1
2631,1
2632,0
2633,1
2634,2
2635,1
2636,1
2637,1
2638,1
2639,2
2640,1
2641,0
2642,1
2643,2
2644,2
2645,1
2646,0
2647,1
2648,1
2649,0
2650,0
2651,0
2652,2
2653,2
2654,2
2655,0
2656,1
2657,2
2658,1
2659,2
2660,1
2661,2
2662,0
2663,0
2664,2
2665,1
2666,0
2667,1
2668,0
2669,1
2670,2
2671,1
2672,0
2673,2
2674,0
2675,1
2676,1
2677,1
2678,0
2679,1
2680,1
2681,1
2682,0
2683,0
2684,2
2685,2
2686,2
2687,1
2688,1
2689,2
2690,0
2691,0
2692,1
2693,1
2694,1
2695,2
2696,1
2697,1
2698,0
2699,2
2700,1
2701,1
2702,1
2703,2
2704,0
2705,1
2706,2
2707,0
2708,0
2709,2
2710,1
2711,1
2712,0
2713,1
2714,2
2715,0
2716,1
2717,2
2718,1
2719,0
2720,1
2721,2
2722,1
2723,2
2724,1
2725,1
2726,2
2727,1
2728,2
2729,2
2730,1
2731,1
2732,2
2733,1
2734,1
2735,0
2736,1
2737,1
2738,2
2739,2
2740,1
2741,1
2742,2
2743,2
2744,2
2745,0
2746,1
2747,0
2748,2
2749,2
2750,1
2751,0
2752,2
2753,1
2754,2
2755,1
2756,2
2757,2
2758,1
2759,2
2760,2
2761,1
2762,0
2763,0
2764,0
2765,1
2766,1
2767,2
2768,2
2769,1
2770,2
2771,1
2772,1
2773,1
2774,1
2775,1
2776,2
2777,0
2778,1
2779,1
2780,0
2781,0
2782,2
2783,1
2784,1
2785,0
2786,1
2787,1
2788,1
2789,2
2790,0
2791,1
2792,1
2793,1
2794,1
2795,0
2796,0
2797,2
2798,0
2799,2
2800,0
2801,1
2802,0
2803,1
2804,1
2805,0
2806,1
2807,1
2808,1
2809,2
2810,0
2811,1
2812,2
2813,2
2814,2
2815,0
2816,0
2817,1
2818,1
2819,0
2820,1
2821,2
2822,0
2823,0
2824,1
2825,1
2826,2
2827,1
2828,2
2829,2
2830,0
2831,1
2832,2
2833,0
2834,1
2835,1
2836,1
2837,1
2838,1
2839,1
2840,1
2841,1
2842,2
2843,2
2844,1
2845,1
2846,2
2847,2
2848,0
2849,0
2850,2
2851,1
2852,0
2853,1
2854,1
2855,0
2856,0
2857,0
2858,2
2859,2
2860,0
2861,1
2862,2
2863,0
2864,2
2865,2
2866,0
2867,1
2868,1
2869,2
2870,2
2871,1
2872,1
2873,1
2874,2
2875,1
2876,2
2877,1
2878,1
2879,2
2880,2
2881,1
2882,0
2883,1
2884,1
2885,1
2886,0
2887,0
2888,1
2889,1
2890,2
2891,2
2892,1
2893,1
2894,2
2895,1
2896,0
2897,1
2898,1
2899,2
2900,2
2901,1
2902,1
2903,1
2904,1
2905,2
2906,0
2907,0
2908,1
2909,2
2910,2
2911,2
2912,0
2913,0
2914,1
2915,2
2916,2
2917,1
2918,1
2919,2
2920,1
2921,0
2922,0
2923,1
2924,1
2925,0
2926,1
2927,2
2928,0
2929,1
2930,2
2931,0
2932,0
2933,2
2934,2
2935,2
2936,2
2937,2
2938,0
2939,0
2940,0
2941,1
2942,1
2943,2
2944,2
2945,0
2946,1
2947,1
2948,2
2949,2
2950,0
2951,0
2952,2
2953,2
2954,1
2955,2
2956,1
2957,1
2958,1
2959,0
2960,1
2961,1
2962,1
2963,2
2964,1
2965,0
2966,0
2967,1
2968,1
2969,2
2970,1
2971,1
2972,1
2973,2
2974,2
2975,1
2976,1
2977,1
2978,1
2979,1
2980,2
2981,1
2982,0
2983,1
2984,0
2985,2
2986,0
2987,1
2988,2
2989,2
2990,0
2991,0
2992,2
2993,0
2994,1
2995,1
2996,0
